lokasi,harga,kamar_tidur,kamar_mandi,luas_bangunan,rumah_luas_lahan,keamanan24jam,taman,lahan_parkir,balcony,AC
sawangan,503000000,2.0,2.0,40.0,50.0,no,no,1.0,no,no
beji,1600000000,3.0,2.0,80.0,72.0,no,no,1.0,no,no
beji,990000000,3.0,2.0,80.0,65.0,yes,yes,1.0,yes,no
cinere,1750000000,4.0,3.0,130.0,100.0,yes,yes,2.0,yes,no
tapos,676000000,3.0,2.0,56.0,64.0,yes,yes,1.0,yes,no
bojongsari,1500000000,3.0,3.0,104.0,84.0,no,no,1.0,no,no
beji,750000000,3.0,2.0,61.0,60.0,no,no,1.0,no,no
bojongsari,750000000,3.0,2.0,60.0,76.0,no,no,1.0,no,no
beji,1000000000,3.0,2.0,100.0,150.0,no,no,1.0,no,no
pancoran mas,1200000000,4.0,3.0,356.0,180.0,no,yes,2.0,yes,yes
depok,4000000000,4.0,2.0,180.0,515.0,no,no,1.0,no,no
pancoran mas,1529200000,3.0,2.0,61.0,118.0,yes,yes,1.0,no,no
cilodong,1200000000,3.0,2.0,100.0,98.0,yes,yes,1.0,yes,no
cipayung,330000000,2.0,1.0,36.0,72.0,no,no,1.0,no,no
pancoran mas,570000000,2.0,1.0,45.0,63.0,yes,no,1.0,no,no
depok,1700000000,5.0,3.0,140.0,64.0,yes,yes,1.0,yes,yes
sawangan,561000000,3.0,2.0,44.0,50.0,no,no,1.0,no,yes
sawangan,895000000,2.0,1.0,50.0,84.0,no,no,1.0,no,no
cinere,1705000000,3.0,2.0,87.0,81.0,yes,yes,1.0,no,no
depok,520000000,2.0,1.0,48.0,60.0,no,no,1.0,no,no
depok,695000000,3.0,2.0,60.0,74.0,yes,yes,3.0,no,no
cilodong,750000000,2.0,1.0,50.0,78.0,yes,yes,1.0,no,no
cilodong,783500000,3.0,2.0,88.0,85.0,yes,yes,1.0,yes,no
depok,1280000000,3.0,1.0,70.0,90.0,no,no,1.0,no,no
depok,1250000000,3.0,3.0,70.0,70.0,no,no,1.0,no,no
sawangan,1100000000,3.0,2.0,120.0,72.0,no,no,1.0,no,no
sawangan,1300000000,3.0,2.0,90.0,123.0,no,no,1.0,no,no
cimanggis,899000000,3.0,3.0,100.0,77.0,no,no,1.0,no,no
cilodong,885000000,3.0,2.0,80.0,76.0,yes,yes,1.0,yes,yes
cilodong,890000000,3.0,3.0,70.0,70.0,yes,yes,1.0,yes,yes
cilodong,610000000,2.0,1.0,36.0,61.0,no,yes,1.0,yes,yes
depok,821300000,2.0,1.0,40.0,70.0,yes,yes,1.0,no,no
beji,1400000000,4.0,4.0,140.0,98.0,no,no,1.0,no,no
sawangan,495000000,2.0,1.0,45.0,73.0,no,yes,1.0,no,no
depok,975000000,3.0,2.0,61.0,84.0,no,no,1.0,no,no
depok,452000000,2.0,1.0,45.0,70.0,no,no,1.0,no,no
cimanggis,425000000,2.0,1.0,36.0,62.0,yes,yes,1.0,no,no
sawangan,754215000,3.0,2.0,63.0,74.0,yes,yes,2.0,yes,yes
sukmajaya,1800000000,2.0,1.0,90.0,180.0,yes,yes,1.0,no,no
tapos,2340000000,5.0,5.0,300.0,136.0,yes,yes,1.0,yes,yes
cilodong,997000000,3.0,3.0,70.0,80.0,yes,yes,6.0,yes,yes
bojongsari,940000000,3.0,3.0,70.0,86.0,no,yes,1.0,yes,yes
sukmajaya,997000000,3.0,3.0,70.0,80.0,yes,yes,1.0,yes,yes
cilodong,875000000,3.0,2.0,80.0,85.0,no,yes,5.0,yes,yes
sukmajaya,997000000,3.0,3.0,70.0,80.0,no,yes,1.0,yes,yes
sukmajaya,950000000,3.0,3.0,70.0,88.0,yes,yes,1.0,yes,yes
depok,1100000000,3.0,3.0,100.0,85.0,yes,yes,1.0,yes,yes
depok,850000000,3.0,2.0,60.0,74.0,yes,yes,1.0,yes,yes
depok,980000000,3.0,3.0,70.0,78.0,yes,yes,1.0,yes,yes
sukmajaya,950000000,3.0,3.0,75.0,80.0,yes,no,1.0,yes,yes
sukmajaya,810000000,3.0,2.0,70.0,70.0,yes,no,1.0,no,yes
bojongsari,500000000,2.0,1.0,60.0,60.0,no,no,1.0,no,yes
cilodong,608000000,2.0,2.0,40.0,66.0,yes,yes,1.0,no,no
cilodong,756000000,3.0,2.0,46.0,61.0,yes,yes,1.0,yes,no
sukmajaya,770000000,3.0,2.0,54.0,65.0,no,no,2.0,no,no
cilodong,756000000,3.0,2.0,46.0,60.0,yes,yes,1.0,yes,no
cilodong,738000000,3.0,2.0,56.0,62.0,yes,yes,1.0,yes,no
sawangan,519000000,2.0,1.0,84.0,36.0,no,yes,1.0,no,no
depok,495000000,2.0,1.0,50.0,72.0,no,no,1.0,no,no
cimanggis,730000000,3.0,2.0,60.0,60.0,no,no,1.0,no,no
sawangan,575000000,2.0,1.0,70.0,90.0,yes,yes,1.0,no,yes
cipayung,165000000,1.0,1.0,21.0,40.0,no,no,1.0,no,no
sawangan,725000000,2.0,2.0,48.0,107.0,yes,yes,2.0,no,yes
pancoran mas,690000000,3.0,2.0,60.0,72.0,no,no,1.0,no,no
pancoran mas,855000000,3.0,2.0,70.0,77.0,no,no,1.0,no,no
sawangan,500000000,2.0,1.0,45.0,60.0,yes,no,1.0,yes,yes
beji,1400000000,3.0,3.0,115.0,72.0,no,yes,1.0,no,no
limo,1295000000,4.0,3.0,140.0,110.0,no,no,1.0,no,no
sawangan,695000000,3.0,1.0,75.0,123.0,yes,yes,1.0,no,no
pancoran mas,975000000,3.0,3.0,120.0,52.0,no,no,1.0,no,no
bojongsari,650000000,2.0,1.0,72.0,50.0,yes,yes,1.0,no,yes
cipayung,465000000,2.0,2.0,45.0,84.0,no,no,1.0,no,no
cimanggis,1300000000,3.0,2.0,75.0,90.0,yes,yes,2.0,no,yes
cimanggis,976000000,3.0,2.0,75.0,56.0,yes,yes,2.0,no,yes
sawangan,2587000000,4.0,4.0,185.0,144.0,yes,yes,2.0,yes,yes
sukmajaya,850000000,3.0,3.0,80.0,60.0,no,no,2.0,no,yes
pancoran mas,950000000,3.0,3.0,100.0,95.0,no,yes,1.0,yes,yes
cilodong,980000000,3.0,3.0,70.0,78.0,no,no,1.0,no,no
sukmajaya,698000000,2.0,2.0,45.0,30.0,yes,yes,1.0,no,no
